neighbourhood,zone,name,address,sections1,sections2
"VILA DA SAUDE","259a. ZE - SÃO PAULO - SAÚDE","COLÉGIO TERRA","RUA CARNEIRO DA CUNHA, 451","468ª; 476ª; 486ª; 495ª; 504ª; 515ª; 573ª; 586ª; 643ª; 684ª; ","468ª; 476ª; 486ª; 495ª; 504ª; 515ª; 573ª; 586ª; "
"VILA DALILA","347a. ZE - SÃO PAULO - VILA MATILDE","EMEF. DEZENOVE DE NOVEMBRO","PRAÇA BAUXITA, 99","Da 153ª à 165ª; 356ª; ","356ª; "
"VILA DALILA","347a. ZE - SÃO PAULO - VILA MATILDE","EMEI. MARIA LACERDA DE MOURA","RUA FELIPE SALOMÃO , 136","Da 166ª à 168ª; 346ª; ",""
"VILA DALVA","374a. ZE - SÃO PAULO - RIO PEQUENO","EE. SAMUEL KLABIN","RUA  BORIS ALEXANDRE, 189","342ª; 368ª; 430ª; 448ª; 478ª; 498ª; 517ª; 567ª; ","368ª; 517ª; 567ª; "
"VILA DALVA","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEF. GENERAL  ÁLVARO SILVA BRAGA","RUA PADRE PAULO CANELLES, 611","Da 279ª à 283ª; 306ª; 316ª; 331ª; 357ª; 385ª; 415ª; Da 583ª à 584ª; ","385ª; 415ª; 583ª; 584ª; "
"VILA DALVA","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEI. CAROLINA MARIA DE JESUS","RUA DOMINGOS DE ABREU, 458","535ª; 609ª; 636ª; 652ª; 667ª; ","609ª; "
"VILA DAS BELEZAS","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","CEI CÉU CASABLANCA","RUA JOÃO DAMASCENO, 85","265ª; 305ª; 390ª; ","265ª; 305ª; "
"VILA DAS BELEZAS","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EE. DR. ALBERTO BADRA","RUA JOSEFINA MORETTI, 90","Da 98ª à 111ª.",""
"VILA DAS BELEZAS","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EE. PROF. RENATO BRAGA","RUA ARTHUR BLISS, 465","Da 128ª à 145ª; 268ª; ","268ª; "
"VILA DAS BELEZAS","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EMEF. CÉU CASA BLANCA","RUA JOÃO DAMASCENO, 85","237ª; 239ª; 250ª; 256ª; 269ª; 279ª; 284ª; 292ª; 311ª; 320ª; ",""
"VILA DAS BELEZAS","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EMEI. CÉU CASA BLANCA","RUA JOÃO DAMASCENO, 85","327ª; 334ª; 340ª; 347ª; 356ª; 365ª; 375ª; 386ª; ",""
"VILA DAS MERCÊS","413a. ZE - SÃO PAULO - CURSINO","COLÉGIO VERUSKA","RUA NOSSA SENHORA DAS MERCÊS, 1233","Da 192ª à 200ª; 275ª; 281ª; 293ª; 297ª; 308ª; 314ª; 319ª; 324ª; ","198ª; "
"VILA DAS MERCÊS","413a. ZE - SÃO PAULO - CURSINO","EE. PROF. RAUL CARDOSO DE ALMEIDA","AV. NOSSA SENHORA DAS MERCÊS, 1000","Da 67ª à 80ª.","80ª; "
"VILA DIONÍSIA","422a. ZE - SÃO PAULO - LAUZANE PAULISTA","CEI. JARDIM PERI","RUA AFONSO LOPES VIEIRA, 57","286ª; 297ª; 327ª; 338ª; 346ª; ","286ª; "
"VILA DIONÍSIA","255a. ZE - SÃO PAULO - CASA VERDE","EMEF. PROF. OSWALDO QUIRINO SIMÕES","RUA CAMILO PEÇANHA, 10","Da 242ª à 251ª; Da 349ª à 352ª; 385ª; 499ª; 505ª; ","499ª; "
"VILA DIONÍSIA","422a. ZE - SÃO PAULO - LAUZANE PAULISTA","EMEI. ROSA CAROLINA AGAZZI","RUA DOUTOR ARAÚJO CASTRO, S/N","Da 246ª à 249ª; 351ª; 361ª; ","246ª; "
"VILA DIVA","4a. ZE - SÃO PAULO - MOÓCA","EMEF. LEONOR MENDES DE BARROS","RUA RAIMUNDO CORREIA, 5","Da 215ª à 224ª; 311ª; 318ª; 333ª; 340ª; 358ª; ","318ª; 340ª; "
"VILA DO BOSQUE","259a. ZE - SÃO PAULO - SAÚDE","EE. PROFA. MARIA RIBEIRO GUIMARÃES BUENO","RUA VUTURUNA, 190","440ª; 506ª; 521ª; 590ª; 618ª; 642ª; Da 656ª à 658ª; 670ª; ","440ª; 506ª; 521ª; 590ª; 618ª; 642ª; 656ª; 657ª; 658ª; "
"VILA DOM PEDRO II","349a. ZE - SÃO PAULO - JAÇANÃ","EMEF. RODRIGUES ALVES","RUA RICARDO, 81","Da 173ª à 184ª; 440ª; 461ª; 480ª; ","461ª; "
"VILA DOMITILA","392a. ZE - SÃO PAULO - PONTE RASA","EMEF. FREI FRANCISCO DE MONT'ALVERNE","RUA SÃO CELSO,365","Da 108ª à 122ª; 309ª; 330ª; ","309ª; "
"VILA DOS ANDRADES","255a. ZE - SÃO PAULO - CASA VERDE","EE. TITO PRATES DA FONSECA","RUA MENDONÇA JÚNIOR, 611","Da 203ª à 217ª; Da 326ª à 328ª; 502ª; 515ª; ","328ª; "
"VILA DOS MINERIOS","257a. ZE - SÃO PAULO - VILA PRUDENTE","EMEF. MARECHAL MASCARENHAS DE MORAES","RUA DR. CAMILO HADDAD, 234","Da 203ª à 210ª; 376ª; 422ª; 460ª; 502ª; ","460ª; "
"VILA DOS PALMARES","389a. ZE - SÃO PAULO - PERUS","EMEF MARILI DIAS","RUA ANTONIO CONSELHEIRO, 01","462ª; 483ª; 497ª; ","483ª; "
"VILA DOS REMEDIOS","250a. ZE - SÃO PAULO - LAPA","CEI EDUCANDÁRIO SÃO DOMINGOS","RUA PRESGRAVE DO AMARAL, 160","358ª; 390ª; 436ª; ","358ª; "
"VILA DOS REMEDIOS","250a. ZE - SÃO PAULO - LAPA","EE. JOSÉ ALTENFELDER SILVA","RUA CARLOS ALBERTO VANZOLINI, 397","Da 124ª à 134ª; 310ª; ","310ª; "
"VILA DOS REMEDIOS","250a. ZE - SÃO PAULO - LAPA","EE. PAULO NOGUEIRA FILHO","RUA ADÃO GONÇALVES, 70","Da 135ª à 143ª.","139ª; "
"VILA EDE","420a. ZE - SÃO PAULO - VILA SABRINA","CENTRO DE EDUCAÇÃO INFANTIL VILA MEDEIROS","RUA SIMÃO PEDROSO, 303, VILA EDE, SÃO PAULO-SP","Da 337ª à 338ª; 354ª; ","337ª; "
"VILA ELVIRA","246a. ZE - SÃO PAULO - SANTO AMARO","COLÉGIO FRIBURGO","AVENIDA JOÃO DIAS, 242","Da 30ª à 38ª; Da 83ª à 86ª; ","30ª; "
"VILA ELZE","350a. ZE - SÃO PAULO - SAPOPEMBA","EE. PROFª MARIA DA GLÓRIA COSTA E SILVA","RUA DR. MONTEIRO DE BARROS, 110","Da 171ª à 172ª; Da 299ª à 302ª; 312ª; 315ª; 319ª; 326ª; Da 330ª à 332ª; 342ª; 345ª; 348ª; ","348ª; "
"VILA ELZE","350a. ZE - SÃO PAULO - SAPOPEMBA","EMEF. ALTINO ARANTES","RUA CORONEL AUGUSTO CELSO DE MOURA,78","Da 142ª à 154ª; 384ª; 616ª; 633ª; ","616ª; "
"VILA EMA","350a. ZE - SÃO PAULO - SAPOPEMBA","EE. PROFª BEATRIZ DO ROZARIO BASSI ASTORINO","RUA JUIZ DE FORA, 366","Da 87ª à 101ª; 403ª; 618ª; 622ª; 634ª; ",""
"VILA EMA","350a. ZE - SÃO PAULO - SAPOPEMBA","EMEF. PRESIDENTE PRUDENTE DE MORAIS","RUA JUIZ DE FORA, 980","Da 247ª à 260ª; 443ª; ","443ª; "
"VILA EMA","350a. ZE - SÃO PAULO - SAPOPEMBA","EMEI. VILA EMA","RUA ANTONIO PIRES DE CAMPOS, 98","615ª; 626ª; 630ª; 635ª; 639ª; 641ª; Da 647ª à 648ª; 658ª; ","615ª; 658ª; "
"VILA ESPERANCA","252a. ZE - SÃO PAULO - PENHA DE FRANÇA","COLÉGIO OLIVETANO","AV. PADRES OLIVETANOS, 783","Da 148ª à 153ª; 211ª; 214ª; 223ª; 236ª; 295ª; ","295ª; "
"VILA ESPERANCA","252a. ZE - SÃO PAULO - PENHA DE FRANÇA","EE. DOM JOÃO MARIA OGNO OSB.","RUA MARIA CARLOTA, 400","Da 107ª à 119ª; 290ª; 308ª; 330ª; ","308ª; "
"VILA ESPERANCA","252a. ZE - SÃO PAULO - PENHA DE FRANÇA","EE. PROFº GABRIEL ORTIZ","AV. AMADOR BUENO DA VEIGA, 2932","Da 127ª à 138ª; 228ª; 265ª; 267ª; 272ª; 277ª; 281ª; ","228ª; 267ª; "
"VILA ESPERANCA","252a. ZE - SÃO PAULO - PENHA DE FRANÇA","OFICINA PEDAGÓGICA LESTE 1","RUA RINCÃO, 40","Da 100ª à 106ª; 307ª; ","307ª; "
"VILA ESTER (ZONA NORTE)","249a. ZE - SÃO PAULO - SANTANA","EE. PROF. DAILY RESENDE FRANÇA","RUA MARIA CURUPAITI, 706","Da 60ª à 66ª; 439ª; 618ª; ","439ª; "
"VILA EUTHALIA","347a. ZE - SÃO PAULO - VILA MATILDE","CEI ANNA FLORÊNCIO ROMÃO","RUA VISCONDE DO URUGUAI, 380","298ª; 310ª; 317ª; 329ª; ","329ª; "
"VILA EUTHALIA","347a. ZE - SÃO PAULO - VILA MATILDE","ESCOLA SAINT GERMAIN","RUA MOACIR ALVARO, 139","385ª; 407ª; 420ª; 438ª; 443ª; ","407ª; "
"VILA FANTON","389a. ZE - SÃO PAULO - PERUS","EMEF. JULIO DE OLIVEIRA","RUA JULIO DE OLIVEIRA, 9","Da 177ª à 188ª; 253ª; 336ª; 362ª; ","336ª; "
"VILA FIDÉLIS RIBEIRO","392a. ZE - SÃO PAULO - PONTE RASA","EE. PADRE JOSE DE CARVALHO","AVENIDA SAO MIGUEL, 1888","Da 123ª à 136ª; 310ª; ","310ª; "
"VILA FIRMIANO PINTO","259a. ZE - SÃO PAULO - SAÚDE","EE. CEL. RAUL HUMAITÁ VILLA NOVA","RUA MAESTRO JOÃO BATISTA JULIÃO, S/N","Da 224ª à 235ª; 460ª; 508ª; 629ª; 648ª; ","648ª; "
"VILA FLAMENGO","389a. ZE - SÃO PAULO - PERUS","EMEF. PROFESSORA PHILÓ GONÇALVES DOS SANTOS","RUA ALAGOA NOVA, S/N.","298ª; 321ª; 345ª; 369ª; 392ª; 440ª; 482ª; ","321ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","COLÉGIO ALVORADA","PRAÇA NOSSA SENHORA DAS VITÓRIAS, 92","Da 64ª à 70ª; Da 157ª à 161ª; 213ª; 216ª; 237ª; 272ª; 287ª; ","213ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","COLÉGIO ANHEMBI - UNIDADE 1","RUA ARGONAUTAS, 498","Da 153ª à 156ª; Da 174ª à 175ª; Da 187ª à 188ª; ","188ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","COLÉGIO ANHEMBI - UNIDADE 2","RUA ARGONAUTAS, 475","210ª; 219ª; 222ª; 233ª; ","210ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","COLÉGIO BRASÍLIA","RUA ANGÁ, 395","251ª; 258ª; Da 262ª à 263ª; 265ª; 267ª; Da 270ª à 271ª; ","263ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","COLÉGIO NOSSA SENHORA DO SAGRADO CORAÇÃO","RUA PLANALTO, 15","Da 88ª à 97ª; Da 149ª à 150ª; 152ª; 177ª; 279ª; ","279ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","EE. ANTÔNIO CÂNDIDO BARONE","RUA ANGÁ, 110","Da 24ª à 35ª.","24ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","EE. ORVILLE DERBY","RUA SAIGON, 55","Da 12ª à 23ª; 235ª; ","13ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","EE. PROF. JOSÉ MARQUES DA CRUZ","RUA ARACÊ, 563","Da 46ª à 63ª.","46ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","EMEF. PRESIDENTE KENNEDY","RUA ACURUÍ, 700","Da 1ª à 11ª; 214ª; 229ª; 245ª; 284ª; ","214ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","EMEI. FRANCISCO ROQUETTI","PRAÇA LEÃO 10, SEM NÚMERO","211ª; 220ª; 241ª; 248ª; ","220ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","EMEI. JOÃO RUBENS MARCELO","RUA AZEVEDO E BRITO, 395","209ª; 227ª; 240ª; 260ª; 291ª; ","291ª; "
"VILA FORMOSA","348a. ZE - SÃO PAULO - VILA FORMOSA","EXTERNATO NOSSA SENHORA DO SAGRADO CORAÇÃO UNIDADE 2","AVENIDA JOÃO 23, 1071","212ª; 224ª; 236ª; 239ª; 246ª; 249ª; 280ª; ","280ª; "
"VILA FRANCOS","376a. ZE - SÃO PAULO - BRASILÂNDIA","EE. PROFESSOR JÚLIO DE FARIA E SOUZA","RUA POMPEU PEQUENO SOUZA BRASIL, 89","586ª; 622ª; 649ª; ",""
"VILA FRIBURGO","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EMEF. PLÁCIDO DE CASTRO","RUA ANTONIO MESQUITA PEREIRA, 78","Da 68ª à 79ª; 830ª; 859ª; ","830ª; "
"VILA FRIBURGO","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EMEI. VIRIATO CORREIA","RUA BENTO RODRIGUES BASTOS, 25","788ª; 803ª; 816ª; 829ª; 862ª; ",""
"VILA GILDA","372a. ZE - SÃO PAULO - PIRAPORINHA","EMEF TERESA MARGARIDA DA SILVA E ORTA","RUA ENGENHEIRO MILTON ALVARENGA PEIXOTO,20","528ª; 552ª; 559ª; 568ª; 576ª; 585ª; 590ª; 599ª; 607ª; 623ª; 634ª; 639ª; 647ª; 653ª; 659ª; 671ª; ","599ª; "
"VILA GOMES","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEF. DESEMBARGADOR AMORIM LIMA","RUA PROF. VICENTE PEIXOTO, S/N","Da 228ª à 239ª; Da 575ª à 577ª; ","575ª; 576ª; 577ª; "
"VILA GOMES","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEI. EMIR MACEDO NOGUEIRA","PRAÇA GENERAL ARARIPE DE FARIA, 405","349ª; 365ª; 386ª; 400ª; 417ª; 599ª; ","365ª; 599ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","CENTRO EDUCACIONAL SESI","RUA SERRA DE BRAGANÇA, 990","425ª; 427ª; 445ª; Da 457ª à 458ª; 462ª; 464ª; Da 468ª à 469ª; 490ª; 494ª; 503ª; 562ª; ","562ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","COLÉGIO AGOSTINIANO  MENDEL","RUA SERRA DE JAPI, 445","Da 119ª à 131ª; 426ª; 547ª; 568ª; 584ª; 612ª; ","426ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","COLÉGIO SÃO FRANCISCO","RUA EUCLIDES PACHECO, 478","514ª; 527ª; 530ª; 537ª; 539ª; 571ª; 581ª; 598ª; 609ª; 618ª; 630ª; 635ª; 644ª; ","539ª; 598ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","EE. DR. BENEDITO ESTEVAM DOS SANTOS","RUA AGUAPEÍ, 831","Da 132ª à 145ª; 556ª; 577ª; ","556ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","EE. PROF. JOÃO BORGES","RUA ITAPURA, 976","Da 103ª à 118ª; 482ª; ","103ª; 482ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","EE. PROF. PAULO NOVAES DE CARVALHO","RUA FRANCISCO MARENGO, 475","Da 146ª à 157ª; 597ª; ","597ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","EE. VISCONDE DE CONGONHAS DO CAMPO","RUA TUIUTI, 2151","516ª; 534ª; 557ª; 582ª; 615ª; 628ª; 641ª; 650ª; 660ª; ","534ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","ETE. MARTIN LUTHER KING","RUA APUCARANA, 815","Da 165ª à 172ª; 509ª; 521ª; 657ª; ","521ª; "
"VILA GOMES CARDIM","253a. ZE - SÃO PAULO - TATUAPÉ","FACULDADE E COLÉGIO CARLOS DRUMMOND DE ANDRADE","RUA PROF. PEDREIRA DE FREITAS, 401, 415","474ª; 487ª; 496ª; 507ª; 520ª; 560ª; 575ª; 586ª; 604ª; 614ª; 622ª; 633ª; 643ª; 652ª; 658ª; ","520ª; 586ª; "
"VILA GRANADA","252a. ZE - SÃO PAULO - PENHA DE FRANÇA","EE. ALMIRANTE CUSTÓDIO JOSÉ DE MELLO","RUA ALICANTE, 483","Da 120ª à 126ª; 238ª; 251ª; 255ª; 291ª; 299ª; ","299ª; "
"VILA GRAZIELA","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEF. MARECHAL ESPIRIDIÃO ROSAS","AV. GENERAL MAC ARTHUR, 1304","Da 249ª à 260ª; Da 590ª à 592ª; ","590ª; 591ª; 592ª; "
"VILA GUACURI","418a. ZE - SÃO PAULO - PEDREIRA","EE. BENTO PEREIRA DA ROCHA","RUA GEORGE BENDA, 80","Da 226ª à 239ª; 376ª; 464ª; ",""
"VILA GUACURI","418a. ZE - SÃO PAULO - PEDREIRA","EE. PADRE PASQUALE FILIPPELLI","RUA PAULINO ALVES ESCUDEIRO, 240","Da 315ª à 323ª; 382ª; 396ª; ","315ª; 316ª; 317ª; "
"VILA GUARANI","320a. ZE - SÃO PAULO - JABAQUARA","EE. CORONEL DOMINGOS QUIRINO FERREIRA","AV. DO CAFÉ, 681","Da 47ª à 64ª.","48ª; "
"VILA GUARANI","320a. ZE - SÃO PAULO - JABAQUARA","EE. DEPUTADO NELSON FERNANDES","RUA OURICANA,57","Da 111ª à 123ª.",""
"VILA GUARANI","348a. ZE - SÃO PAULO - VILA FORMOSA","EE. PROFª ALMERINDA RODRIGUES DE MELLO","RUA REI ALBERTO DA BÉLGICA, 571","Da 118ª à 126ª; Da 147ª à 148ª; ","118ª; "
"VILA GUARANI","320a. ZE - SÃO PAULO - JABAQUARA","EE. PROFESSOR MIGUEL ROQUE","RUA DOMICIANO LEITE RIBEIRO, 455","Da 322ª à 324ª; Da 326ª à 333ª; 336ª; ",""
"VILA GUARANI","320a. ZE - SÃO PAULO - JABAQUARA","EMEF PROFESSOR NELSON PIMENTEL QUEIROZ","AV.  LEONARDO DA VINCCI, 1371","Da 93ª à 110ª; 566ª; ","110ª; 566ª; "
"VILA GUARANI","320a. ZE - SÃO PAULO - JABAQUARA","EMEI NEUSA MARIA ROSSI","RUA LUCRÉCIA MACIEL, 40","359ª; 365ª; 371ª; 377ª; 387ª; ","365ª; 371ª; "
"VILA GUARANI","320a. ZE - SÃO PAULO - JABAQUARA","SENAC JABAQUARA","AV. DO CAFÉ, 298","459ª; 466ª; 475ª; 481ª; 488ª; 494ª; 500ª; 505ª; 512ª; 517ª; 524ª; 531ª; ","531ª; "
"VILA GUEDES","250a. ZE - SÃO PAULO - LAPA","EMEI. PADRE CHARBONNEAU","RUA FÁBIO DE ALMEIDA MAGALHÃES, 95","Da 263ª à 264ª; 295ª; ","263ª; "
"VILA GUILHERME","254a. ZE - SÃO PAULO - VILA MARIA","COLÉGIO AMORIM - SANTA TERESA","RUA LAGOA PANEMA 466","Da 333ª à 334ª; 348ª; 356ª; 366ª; 370ª; 374ª; 380ª; 388ª; 396ª; 404ª; 427ª; 435ª; 443ª; 450ª; 462ª; ","334ª; 388ª; 427ª; 435ª; 443ª; 462ª; "
"VILA GUILHERME","254a. ZE - SÃO PAULO - VILA MARIA","EE. AFRÂNIO PEIXOTO","RUA MARIA CÂNDIDA, 1936","Da 223ª à 235ª; Da 294ª à 295ª; 318ª; ","231ª; "
"VILA GUILHERME","254a. ZE - SÃO PAULO - VILA MARIA","EE. PROFA. ANÉSIA SINCORÁ","RUA JOSÉ BERNARDO PINTO, 758","Da 260ª à 267ª; Da 296ª à 297ª; ","262ª; "
"VILA GUILHERME","254a. ZE - SÃO PAULO - VILA MARIA","EE. TOLEDO BARBOSA","RUA MARIA CÂNDIDA, 293","Da 210ª à 222ª; 422ª; ","219ª; 422ª; "
"VILA GUILHERME","254a. ZE - SÃO PAULO - VILA MARIA","EMEF. OLIVA IRENE BAYERLEIN SILVA","RUA AMAZONAS DA SILVA, 892","Da 252ª à 259ª; 293ª; 305ª; 327ª; ","252ª; "
"VILA GUILHERME","254a. ZE - SÃO PAULO - VILA MARIA","UNIP - UNIVERSIDADE PAULISTA (CAMPUS SANTANA)","RUA AMAZONAS DA SILVA, 737","332ª; 337ª; 344ª; 367ª; 377ª; 385ª; 406ª; ","337ª; "
"VILA GUILHERMINA","347a. ZE - SÃO PAULO - VILA MATILDE","CENTRO EDUCATIVO E DE ASSISTÊNCIA SOCIAL LA SALLE","RUA SANTO ALEXANDRE, 21","406ª; 421ª; 436ª; 448ª; 468ª; ","406ª; "
"VILA GUILHERMINA","347a. ZE - SÃO PAULO - VILA MATILDE","EE PROFESSORA ADELAIDE FERRAZ DE OLIVEIRA","RUA SAO BENTO DO SAPUCAÍ, 677","195ª; 264ª; 273ª; 287ª; 309ª; 327ª; 340ª; 355ª; 366ª; 403ª; ","195ª; "
"VILA GUMERCINDO","259a. ZE - SÃO PAULO - SAÚDE","COLÉGIO SANTA HELENA","AV. RAMALHO ORTIGÃO, 205","675ª; 686ª; ","675ª; "
"VILA GUMERCINDO","259a. ZE - SÃO PAULO - SAÚDE","EE. ANTÔNIO ALCÂNTARA MACHADO","RUA AMÉRICO RIBEIRO, 97","Da 202ª à 223ª; 636ª; ",""
"VILA GUMERCINDO","259a. ZE - SÃO PAULO - SAÚDE","EE. ANTÔNIO CASTELAR DE FRANCESCHI","RUA DOM PERO SARDINHA, 115","Da 236ª à 245ª.",""
"VILA GUMERCINDO","259a. ZE - SÃO PAULO - SAÚDE","EMEI. PROFA. THEREZINHA BATISTA PETTAN","RUA VIGÁRIO ALBERNAZ, 834","441ª; 443ª; 465ª; 497ª; 507ª; 522ª; ","465ª; "
"VILA GUSTAVO","349a. ZE - SÃO PAULO - JAÇANÃ","COLÉGIO PIETRA","RUA RIO DOCE, 407/409","529ª; 562ª; 603ª; 623ª; ","529ª; "
"VILA GUSTAVO","349a. ZE - SÃO PAULO - JAÇANÃ","COLÉGIO SIR ISAAC NEWTON","AV. JÚLIO BUONO, 2407","Da 261ª à 267ª; 371ª; 386ª; 397ª; 447ª; 500ª; 517ª; 525ª; 539ª; 564ª; 574ª; 609ª; ","525ª; "
"VILA GUSTAVO","349a. ZE - SÃO PAULO - JAÇANÃ","EE. CÔNEGO JOÃO LIGABUE","RUA DA GROTA, 483","Da 222ª à 233ª; 392ª; 439ª; 470ª; ",""
"VILA GUSTAVO","349a. ZE - SÃO PAULO - JAÇANÃ","EMEF. PROF. FRANKLIN AUGUSTO DE MOURA CAMPOS","RUA MAJOR DANTAS CORTEZ, 1001","Da 234ª à 243ª; 382ª; 406ª; 438ª; ","438ª; "
"VILA HAMBURGUESA","250a. ZE - SÃO PAULO - LAPA","EMEF. DILERMANDO DIAS DOS SANTOS","RUA PAULO FRANCO, 815","Da 146ª à 156ª; 301ª; ","150ª; "
"VILA HEBE","255a. ZE - SÃO PAULO - CASA VERDE","EMEF. PROF. GILBERTO DUPAS","AVENIDA DEPUTADO EMÍLIO CARLOS, 3641","386ª; 398ª; 408ª; 416ª; 428ª; 434ª; 451ª; 464ª; 471ª; 476ª; ","476ª; "
"VILA HELENA","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. PROF. CAETANO ZAMITTI MAMMANA","RUA CARLO BIBIENA, 152","Da 146ª à 153ª; 276ª; 285ª; 357ª; 366ª; 387ª; ","357ª; "
"VILA HELENA","397a. ZE - SÃO PAULO - JARDIM HELENA","EMEF. JOSÉ AMÉRICO DE ALMEIDA","RUA ALTOS DO OITI, 537","Da 209ª à 226ª; 347ª; ","347ª; "
"VILA HOMERO","403a. ZE - SÃO PAULO - JARAGUÁ","EMEF. VICTOR CIVITA","RUA GONÇALO ALDANA, 385","276ª.",""
"VILA IDA","251a. ZE - SÃO PAULO - PINHEIROS","EE. PROFº VICTOR OLIVA","RUA ALVILÂNDIA, 409","Da 159ª à 168ª; 305ª; ","159ª; 160ª; 161ª; 305ª; "
"VILA INAH","346a. ZE - SÃO PAULO - BUTANTÃ","EE. DONA ANA ROSA DE ARAÚJO","RUA ÉDEN, 100","Da 372ª à 384ª; 502ª; ","376ª; "
"VILA INAH","346a. ZE - SÃO PAULO - BUTANTÃ","EE DONA ANA ROSA DE ARAUJO REM","R EDEN, 100","612ª.",""
"VILA INDEPENDENCIA","257a. ZE - SÃO PAULO - VILA PRUDENTE","EE. DR. SECUNDINO DOMINGUEZ FILHO","RUA SECUNDINO DOMINGUES, 136","Da 337ª à 339ª; 348ª; 383ª; 418ª; 445ª; 482ª; ","445ª; "
"VILA INDEPENDENCIA","260a. ZE - SÃO PAULO - IPIRANGA","EE. NOSSA SENHORA APARECIDA","RUA ÁLVARO FRAGOSO, 734","Da 280ª à 288ª; 339ª; 360ª; 384ª; 409ª; 415ª; 465ª; 469ª; 475ª; 477ª; ","384ª; "
"VILA INDEPENDENCIA","260a. ZE - SÃO PAULO - IPIRANGA","EMEF. DES. FRANCISCO MEIRELLES","RUA CAMPANTE, 357","Da 289ª à 296ª; 309ª; 318ª; 359ª; ",""
"VILA INDEPENDENCIA","260a. ZE - SÃO PAULO - IPIRANGA","EMEI PRINCESA ISABEL","RUA AMADIS, 453","Da 297ª à 302ª.",""
"VILA INDIANA","374a. ZE - SÃO PAULO - RIO PEQUENO","ESCOLA DA VILA","RUA BARROSO NETO,91","427ª; 450ª; 470ª; 494ª; 515ª; 604ª; 616ª; 702ª; ","427ª; 450ª; 470ª; 515ª; 604ª; "
"VILA INDUSTRIAL","350a. ZE - SÃO PAULO - SAPOPEMBA","COLÉGIO CASTRO ALVES","AVENIDA MORAIS COSTA, 531","Da 422ª à 423ª; 448ª; 455ª; 467ª; 478ª; 488ª; 500ª; 505ª; 516ª; 524ª; 533ª; 551ª; 558ª; 565ª; 572ª; 578ª; 586ª; 597ª; 601ª; ","422ª; "
"VILA INDUSTRIAL","350a. ZE - SÃO PAULO - SAPOPEMBA","EE. DEPUTADO JOAQUIM GOUVEIA FRANCO JÚNIOR","RUA VÍTOR HESS, 51","603ª; 606ª; 613ª; 624ª; 631ª; 636ª; ","606ª; "
"VILA INGLESA","351a. ZE - SÃO PAULO - CIDADE ADEMAR","EE. GUIOMAR NOVAES","RUA LEONIDAS MOREIRA, 21","Da 289ª à 299ª; 450ª; 673ª; 687ª; ","673ª; "
"VILA INVERNADA","4a. ZE - SÃO PAULO - MOÓCA","EE. ISAÍ LEIRNER","RUA PLÁCIDO DE CASTRO, 221","Da 208ª à 214ª; 327ª; 334ª; 369ª; 376ª; 384ª; ","384ª; "
"VILA INVERNADA","4a. ZE - SÃO PAULO - MOÓCA","EMEF. EMILIANO DI CAVALCANTI","RUA ALMIRANTE  ALEXANDRINO, 541","Da 197ª à 207ª; Da 325ª à 326ª; ","326ª; "
